,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
27,CWYBNSVSYKQGJB-UHFFFAOYNA-N,CHEMBL2326692,6530,A,6.89,chembl20,939924,9606,SLC6A2,4059,C1C(CNCCC1)C2=CC(=C(C=C2)Cl)Cl,Clc1ccc(C2CCCCNC2)cc1Cl
28,CVZSPCRLZUDYPH-UHFFFAOYNA-N,CHEMBL2407329,6530,A,7.01,chembl20,974162,9606,SLC6A2,4059,C1(CCNCC1)C(C2=CC(=CC=C2)Cl)COC,COCC(c1cccc(Cl)c1)C1CCNCC1
29,CYXKNKQEMFBLER-UHFFFAOYNA-N,CHEMBL75880,6530,A,5.49,chembl20,774705,9606,SLC6A2,4059,C(CC1NCCCC1)(C2CCCCC2)C3CCCCC3,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
30,AJDPIZNWKYQWAI-UHFFFAOYNA-N,44429185,6530,A,5.60206,pubchem,296172,9606,SLC6A2,4059,ClC=1C=C(C2=CCNCC2C(OCC)=O)C=CC1Cl,CCOC(=O)C1CNCC=C1c1ccc(Cl)c(Cl)c1
31,FZRYLYZNENTFJM-UHFFFAOYNA-N,CHEMBL448912,6530,A,6.46,chembl20,541290,9606,SLC6A2,4059,C=1C=C(C=CC1)CC2CCC(O2)CCN,NCCC1CCC(Cc2ccccc2)O1
32,GIDJZDYNVHMFAH-UHFFFAOYNA-N,3031062,6530,A,5.25181,pubchem,459712,9606,SLC6A2,4059,BrC=1C=C(C(=O)C(NC(C)(C)C)C)C=CC1,CC(NC(C)(C)C)C(=O)c1cccc(Br)c1
33,GDFYRFGZPIJLGQ-UHFFFAOYNA-N,71727768,6530,A,7.85387,pubchem,761326,9606,SLC6A2,4059,ClC=1C=C(C(C2CCNCC2)COC)C=CC1Cl,COCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1
34,FTALBRSUTCGOEG-GAJRPKRDNA-N,5070,6530,A,5.7612,pubchem,625207,9606,SLC6A2,4059,S1C2=C(N=C1N)C=CC(OC(F)(F)F)=C2,Nc1nc2ccc(OC(F)(F)F)cc2s1
35,FLAQOJMPRHHQFA-UHFFFAOYNA-N,53325042,6530,A,6.8632800000000005,pubchem,578387,9606,SLC6A2,4059,ClC=1C=C(C2(CCCCC2)CNC)C=CC1F,CNCC1(c2ccc(F)c(Cl)c2)CCCCC1
36,BTTOTVJMLUUAJV-UHFFFAOYNA-N,CHEMBL2171408,6530,A,6.98,chembl20,863450,9606,SLC6A2,4059,C1NCC1C(C2=CC=C(C(=C2)Cl)Cl)OCC,CCOC(c1ccc(Cl)c(Cl)c1)C1CNC1
37,BSMNRYCSBFHEMQ-UHFFFAOYNA-N,CHEMBL528995,6530,A,7.7,chembl20,699305,9606,SLC6A2,4059,N1CC2(C3=CC=C(C(=C3)Cl)Cl)C(C2)C1,Clc1ccc(C23CNCC2C3)cc1Cl
38,BUHYNSCVXFKNPC-UHFFFAOYNA-N,71727760,6530,A,8.06048,pubchem,761326,9606,SLC6A2,4059,ClC=1C=C(C(C2CCNCC2)CSCC)C=CC1Cl,CCSCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1
39,BHFYWEVSEGCDGF-UHFFFAOYNA-N,CHEMBL232672,6530,N,3.26,chembl20,444198,9606,SLC6A2,4059,C=1CCC(C(OC)=O)C1C=2C=CC(=CC2)OC,COC(=O)C1CCC=C1c1ccc(OC)cc1
40,MCCAWZYTZTWQBW-UHFFFAOYNA-N,71727758,6530,A,8.03152,pubchem,761326,9606,SLC6A2,4059,ClC=1C=C(C(C2CCNCC2)CSC)C=CC1Cl,CSCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1
41,NDMODESSMWGHBK-UHFFFAOYNA-N,51346818,6530,A,7.0705800000000005,pubchem,578420,9606,SLC6A2,4059,ClC=1C=C(C2(CCCCC2)CNC)C=CC1Cl,CNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1
42,HDLNQDARKJUPIY-UHFFFAOYNA-N,CHEMBL456638,6530,A,6.68,chembl20,541290,9606,SLC6A2,4059,C=1C=CC(C2OC(CC2)CN)=C3C1C=CC=C3,NCC1CCC(c2cccc3ccccc23)O1
43,IHFKHNCURWJDHC-UHFFFAOYNA-N,CHEMBL2326690,6530,A,7.34,chembl20,939924,9606,SLC6A2,4059,C1C(CNCC=C1)C=2OC3=C(C2)C=CC=C3,C1=CCC(c2cc3ccccc3o2)CNC1
44,JTOBXLVKTKGLSL-UHFFFAOYNA-N,43164282,6530,A,6.563839999999999,pubchem,578387,9606,SLC6A2,4059,ClC=1C=C(C2(CCCCC2)CN)C=CC1Cl,NCC1(c2ccc(Cl)c(Cl)c2)CCCCC1
45,JQNSRSIGKZYQAA-UHFFFAOYNA-N,3047299,6530,A,5.24413,pubchem,444519,9606,SLC6A2,4059,O=C(C(NC(C)(C)C)C)C=1C=CC=CC1,CC(NC(C)(C)C)C(=O)c1ccccc1
46,HOXBFDRIDWJAEN-UHFFFAOYNA-N,CHEMBL1683885,6530,A,6.49,chembl20,726927,9606,SLC6A2,4059,C1C(CCCC1)(C2=CC=C(C=C2)Cl)CNC,CNCC1(c2ccc(Cl)cc2)CCCCC1
47,HKOVZQZDXNHYOJ-UHFFFAOYNA-N,CHEMBL566418,6530,A,7.07,chembl20,595700,9606,SLC6A2,4059,C1=CC(=CC(=C1)Cl)C(C(NC2CCC2)C)=O,CC(NC1CCC1)C(=O)c1cccc(Cl)c1
48,IELBAACIVCODPI-UHFFFAOYNA-N,3031066,6530,A,5.68403,pubchem,459712,9606,SLC6A2,4059,ClC=1C=CC(C(=O)C(NC(C)(C)C)C)=CC1,CC(NC(C)(C)C)C(=O)c1ccc(Cl)cc1
49,LCUQDUYHYRSPMJ-UHFFFAOYNA-N,CHEMBL508678,6530,A,5.07,chembl20,541288,9606,SLC6A2,4059,C1=CC=C(C=N1)CCC2CCC(O2)CN,NCC1CCC(CCc2cccnc2)O1
50,LBMMBEDCUJAMIZ-UHFFFAOYNA-N,71541188,6530,A,6.92082,pubchem,727358,9606,SLC6A2,4059,O1C(C2CN(CC=CC2)C)=CC=3C1=CC=CC3,CN1CC=CCC(c2cc3ccccc3o2)C1
51,KGWCLBPCJLUGQJ-UHFFFAOYNA-N,CHEMBL2171415,6530,A,8.0,chembl20,863447,9606,SLC6A2,4059,C1NCC1C(C2=CC=C(C(=C2)Cl)Cl)OCCC,CCCOC(c1ccc(Cl)c(Cl)c1)C1CNC1
52,KRNOLRHDBBTXOP-UHFFFAOYNA-N,CHEMBL2326685,6530,A,6.77,chembl20,939924,9606,SLC6A2,4059,C1C(CNCC=C1)C2=CC(=C(C=C2)Cl)C,Cc1cc(C2CC=CCNC2)ccc1Cl
53,LJALDWYVBOLBGW-UHFFFAOYNA-N,53322397,6530,A,7.72125,pubchem,578387,9606,SLC6A2,4059,ClC=1C=C(C2(CCCCC2)CNCC)C=CC1Cl,CCNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1
54,NZCDMSTWUUULEH-UHFFFAOYNA-N,CHEMBL461268,6530,A,7.23,chembl20,541290,9606,SLC6A2,4059,C1(=CC=C(C=C1)C2OC(CC2)CN)Br,NCC1CCC(c2ccc(Br)cc2)O1
55,NTSBDQLGAZMMFC-UHFFFAOYNA-N,71541098,6530,A,7.24413,pubchem,727358,9606,SLC6A2,4059,ClC=1C=C(C2CN(CC=CC2)C)C=CC1Cl,CN1CC=CCC(c2ccc(Cl)c(Cl)c2)C1
56,NYADKXRJISYHGA-UHFFFAOYNA-N,71541094,6530,A,7.13077,pubchem,727358,9606,SLC6A2,4059,ClC=1C=C(C2CCCCN(C2)C)C=CC1Cl,CN1CCCCC(c2ccc(Cl)c(Cl)c2)C1
57,OICPVJMMZDEJMO-UHFFFAOYNA-N,CHEMBL218847,6530,A,7.3,chembl20,423472,9606,SLC6A2,4059,C(C1=CC=C(C=C1)Cl)(CCC)C2CCCCN2,CCCC(c1ccc(Cl)cc1)C1CCCCN1
58,ODBMZGNVEYOUNY-UHFFFAOYNA-N,71727756,6530,A,7.55284,pubchem,761326,9606,SLC6A2,4059,ClC=1C=C(C(C2CCNCC2)COCC)C=CC1Cl,CCOCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1
59,PTKQUPHPZRJQRH-UHFFFAOYNA-N,CHEMBL2326686,6530,A,6.89,chembl20,939924,9606,SLC6A2,4059,C1C(CNCC=C1)C2=CC(=C(C=C2)F)Cl,Fc1ccc(C2CC=CCNC2)cc1Cl
60,QYLKSFXBRALDIS-UHFFFAOYNA-N,CHEMBL566001,6530,A,5.6,chembl20,610770,9606,SLC6A2,4059,C1=CC(=CC=C1Br)C(C(NC(C)(C)C)C)=O,CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1
61,QXCPNTPGHVWJSN-UHFFFAOYNA-N,CHEMBL2171214,6530,A,6.95,chembl20,863450,9606,SLC6A2,4059,C1NCC1C(C2=CC=C(C(=C2)Cl)Cl)OC,COC(c1ccc(Cl)c(Cl)c1)C1CNC1
62,QDGNXKUDWVSTPT-UHFFFAOYNA-N,CHEMBL2407330,6530,A,6.89,chembl20,974162,9606,SLC6A2,4059,C1(CCNCC1)C(C2=CC=C(C=C2)Cl)COC,COCC(c1ccc(Cl)cc1)C1CCNCC1
63,RNENMPZCEJQQBI-UHFFFAOYNA-N,71727648,6530,A,7.602060000000001,pubchem,761326,9606,SLC6A2,4059,ClC=1C=C(C(C2CCNCC2)C)C=CC1Cl,CC(c1ccc(Cl)c(Cl)c1)C1CCNCC1
64,VJGKGXRSJKSLFP-UHFFFAOYNA-N,CHEMBL1762478,6530,A,5.15,chembl20,740010,9606,SLC6A2,4059,C1=CC(C#N)=C(C=C1Cl)OC(CCNC)CC,CCC(CCNC)Oc1cc(Cl)ccc1C#N
65,SUAFTJAVJHXARK-UHFFFAOYNA-N,CHEMBL451652,6530,A,7.04,chembl20,541290,9606,SLC6A2,4059,C=1(C=CC(=CC1)C2OC(CC2)CN)OC,COc1ccc(C2CCC(CN)O2)cc1
66,SNPPWIUOZRMYNY-UHFFFAOYNA-N,444,6530,A,6.3536,pubchem,444522,9606,SLC6A2,4059,ClC=1C=C(C(=O)C(NC(C)(C)C)C)C=CC1,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
67,TXPPKWZEHFNZOE-UHFFFAOYNA-N,CHEMBL1196025,6530,N,3.89,chembl20,1335319,9606,SLC6A2,4059,C=12C(=CC(=C(C1)OC)OC)CCN(C2)C,COc1cc2c(cc1OC)CN(C)CC2
68,UYZAXUWVJGHEFL-UHFFFAOYNA-N,CHEMBL566830,6530,A,5.9,chembl20,595700,9606,SLC6A2,4059,C1=CC(C(C(N(C)C)C)=O)=CC(=C1)Cl,CC(C(=O)c1cccc(Cl)c1)N(C)C
69,SCIRNASYBOGBOO-UHFFFAOYNA-N,CHEMBL6310,6530,A,5.0,chembl20,142611,9606,SLC6A2,4059,N1C2=C(CCNC2)C=3C1=CC(=CC3)OC,COc1ccc2c3c([nH]c2c1)CNCC3
70,WGNABQIMYMHUQC-UHFFFAOYNA-N,53317167,6530,A,6.57025,pubchem,578387,9606,SLC6A2,4059,ClC=1C=C(C2(CCCCC2)CNC)C=CC1,CNCC1(c2cccc(Cl)c2)CCCCC1
71,WBYHTZYHAFNBKW-ZETCQYMHNA-N,CHEMBL371300,6530,N,4.87,chembl20,329396,9606,SLC6A2,4059,N[C@H](CN1N=CC2=CC=C(C=C12)O)C,C[C@H](N)Cn1ncc2ccc(O)cc21
72,VYQNWZOUAUKGHI-UHFFFAOYNA-N,7638,6530,A,5.4105,pubchem,625207,9606,SLC6A2,4059,O(CC1=CC=CC=C1)C=2C=CC(O)=CC2,Oc1ccc(OCc2ccccc2)cc1
73,VYXWEHBKBCDADE-UHFFFAOYNA-N,CHEMBL394585,6530,N,3.75,chembl20,444201,9606,SLC6A2,4059,C=1CCC(C(OC)=O)C1C=2C=CC(=CC2)Cl,COC(=O)C1CCC=C1c1ccc(Cl)cc1
74,XRXPUZOKWCSSLL-UHFFFAOYNA-N,CHEMBL1683892,6530,A,5.66,chembl20,726927,9606,SLC6A2,4059,C1CCCCC1(C2=CC=C(C(=C2)F)F)CNC,CNCC1(c2ccc(F)c(F)c2)CCCCC1
75,YDGOUEKZXBLUDG-UHFFFAOYNA-N,CHEMBL566832,6530,A,5.21,chembl20,610770,9606,SLC6A2,4059,C1=CC(=CC(=C1)C)C(C(NC(C)(C)C)C)=O,Cc1cccc(C(=O)C(C)NC(C)(C)C)c1
76,WROCJHDKYNTMKL-UHFFFAOYNA-N,CHEMBL1173600,6530,A,5.1,chembl20,641577,9606,SLC6A2,4059,C1=CC(=NC=C1)C2(OCC(NC2C)(C)C)O,CC1NC(C)(C)COC1(O)c1ccccn1
77,YLJREFDVOIBQDA-YGPBECBDNA-N,CHEMBL95,6530,A,6.29,chembl20,774705,9606,SLC6A2,4059,C=1(C2=C(CCCC2)N=C3C1C=CC=C3)N,Nc1c2c(nc3ccccc13)CCCC2
78,YOAPWCHKPSMTER-UHFFFAOYNA-N,CHEMBL463388,6530,A,6.54,chembl20,493416,9606,SLC6A2,4059,C=1(C=C2C=CNC2=CC1)C3(CCNC3)C,CC1(c2ccc3[nH]ccc3c2)CCNC1
79,XYRFOINUUXDKLR-UHFFFAOYNA-N,CHEMBL232674,6530,N,3.61,chembl20,444201,9606,SLC6A2,4059,C=1CCC(C(OC)=O)C1C2=CC=CC(=C2)N,COC(=O)C1CCC=C1c1cccc(N)c1
80,XXFWDPHWYVNJQG-UHFFFAOYNA-N,11658719,6530,A,5.67244,pubchem,393261,9606,SLC6A2,4059,O1C(CCC1CCN)CCC=2C=CC(O)=CC2,NCCC1CCC(CCc2ccc(O)cc2)O1
81,YKOZIWZLLJVPPD-UHFFFAOYNA-N,CHEMBL569700,6530,A,5.67,chembl20,595700,9606,SLC6A2,4059,C(C(C)NC1CC1)(=O)C2=CC(=CC=C2)Cl,CC(NC1CC1)C(=O)c1cccc(Cl)c1
82,YWPHCCPCQOJSGZ-UHFFFAOYNA-N,CHEMBL306700,6530,A,6.81,chembl20,142806,9606,SLC6A2,4059,N1CC(COC2=C(OCC)C=CC=C2)OCC1,CCOc1ccccc1OCC1CNCCO1
83,BGXIKTHXOUZBOU-UHFFFAOYNA-N,CHEMBL407815,6530,A,6.37,chembl20,463818,9606,SLC6A2,4059,C=1C=C(C(OC2=CC=C(C=C2F)Cl)=CC1)CNC,CNCc1ccccc1Oc1ccc(Cl)cc1F
84,BBLALPDUHCRAKZ-UHFFFAOYNA-N,826600,6530,A,7.1549,pubchem,315792,9606,SLC6A2,4059,O(C=1C(CN(C)C)=CC=CC1)C2=CC=CC=C2,CN(C)Cc1ccccc1Oc1ccccc1
85,APQGMQHBIOJWDO-UHFFFAOYNA-N,71541192,6530,A,7.602060000000001,pubchem,727358,9606,SLC6A2,4059,N1CC(CC=CC1)C2=CC=3C(C=C2)=CC=CC3,C1=CCC(c2ccc3ccccc3c2)CNC1
86,AVSJNVNTDDYDEP-UHFFFAOYNA-N,CHEMBL465515,6530,N,4.98,chembl20,564828,9606,SLC6A2,4059,C=1C=C2C=C(CCN3CCNCC3)C=CC2=CC1F,Fc1ccc2cc(CCN3CCNCC3)ccc2c1
87,AUOGWJKRNSZLMZ-UHFFFAOYNA-N,14571114,6530,A,6.8632800000000005,pubchem,717270,9606,SLC6A2,4059,OC1=C2C(C(CN(C2)C)C3=CC=CC=C3)=CC=C1,CN1Cc2c(O)cccc2C(c2ccccc2)C1
88,BXZSHOGOEKAIFQ-UHFFFAOYNA-N,11149970,6530,A,5.12194,pubchem,239411,9606,SLC6A2,4059,S(C=1C(CNCC)=CC=CC1)C=2C(N)=CC(=CC2)C,CCNCc1ccccc1Sc1ccc(C)cc1N
89,CCEQAXVCJWOVQY-UHFFFAOYNA-N,CHEMBL374634,6530,A,7.92,chembl20,423471,9606,SLC6A2,4059,C(C1=CC(=C(C=C1)Cl)Cl)(CCCC)C2NCCCC2,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1
90,CDUOGEWBFIZMMS-UHFFFAOYNA-N,44411214,6530,A,7.823910000000001,pubchem,264863,9606,SLC6A2,4059,FC=1C(CN(C2CCNCC2)CC(C)C)=CC=CC1,CC(C)CN(Cc1ccccc1F)C1CCNCC1
91,ACEHBQPPDDGCGZ-UHFFFAOYNA-N,CHEMBL7143,6530,A,5.2,chembl20,140882,9606,SLC6A2,4059,C1(=C(NC=2C1=CC(=CC2)OC)C)CCN(C)C,COc1ccc2[nH]c(C)c(CCN(C)C)c2c1
92,AFPBYAJYJSSEIF-UHFFFAOYNA-N,CHEMBL401070,6530,A,5.24,chembl20,457757,9606,SLC6A2,4059,C=1C=C(Cl)C(Cl)=CC1C2=CCCC2C(=O)OCCF,O=C(OCCF)C1CCC=C1c1ccc(Cl)c(Cl)c1
93,AEWPIBYOYSOWAL-UHFFFAOYNA-N,CHEMBL399147,6530,N,4.17,chembl20,457381,9606,SLC6A2,4059,C1(C2C(C2)CN(C)C)=C3C(C=CC=C3)=CC=C1,CN(C)CC1CC1c1cccc2ccccc12
94,ABPSWEJOHYDZDP-UHFFFAOYNA-N,CHEMBL565844,6530,A,6.05,chembl20,595700,9606,SLC6A2,4059,C1=CC(=CC(=C1C)Cl)C(=O)C(NC(C)(C)C)C,Cc1ccc(C(=O)C(C)NC(C)(C)C)cc1Cl
95,BLXXJMDCKKHMKV-UHFFFAOYNA-N,CHEMBL1070,6530,A,5.73,chembl20,774705,9606,SLC6A2,4059,C=1C=C2C=C(C=CC2=CC1OC)CCC(C)=O,COc1ccc2cc(CCC(C)=O)ccc2c1
96,BJLKZFUZNNATGZ-UHFFFAOYNA-N,20695745,6530,A,5.8041,pubchem,459712,9606,SLC6A2,4059,ClC=1C=C(C(=O)C(N(C(C)(C)C)C)C)C=CC1,CC(C(=O)c1cccc(Cl)c1)N(C)C(C)(C)C
97,CLQNHTVQVGGNMJ-UHFFFAOYNA-N,53317145,6530,A,7.200660000000001,pubchem,578387,9606,SLC6A2,4059,ClC=1C=C(C2(CCCC2)CN(C)C)C=CC1Cl,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCC1
98,CFVHNYYHCCJXDK-UHFFFAOYNA-N,CHEMBL605501,6530,A,5.55,chembl20,610770,9606,SLC6A2,4059,C1=CC(=CC(=C1)F)C(=O)C(NC2CCCC2)C,CC(NC1CCCC1)C(=O)c1cccc(F)c1
99,CZIHNRWJTSTCEX-WYUMXYHSNA-N,CHEMBL311469,6530,A,5.07,chembl20,774705,9606,SLC6A2,4059,C=1C(NC(=O)C)=CC=C2C1CC3=CC=CC=C23,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2
100,CSORZJPQPTUVAO-UHFFFAOYNA-N,CHEMBL396083,6530,N,3.1,chembl20,444198,9606,SLC6A2,4059,C=1CCC(C(OC)=O)C1C=2C=CC(C(C)(C)C)=CC2,COC(=O)C1CCC=C1c1ccc(C(C)(C)C)cc1
101,AIVSIRYZIBXTMM-UHFFFAOYNA-N,CHEMBL534479,6530,A,6.32,chembl20,306535,9606,SLC6A2,4059,C(C(=O)OCC)(C1NCCCC1)C=2C=CC=CC2,CCOC(=O)C(c1ccccc1)C1CCCCN1
102,BDGQOYDELXXRKV-UHFFFAOYNA-N,CHEMBL258449,6530,A,6.55,chembl20,479729,9606,SLC6A2,4059,N1=CC(=C(OC2=CC=C(C=C2OC)Cl)C=C1)CNC,CNCc1cnccc1Oc1ccc(Cl)cc1OC
103,DJLLHNLJLSEKHJ-UHFFFAOYNA-N,CHEMBL219116,6530,A,7.96,chembl20,423472,9606,SLC6A2,4059,C(C1=CC=C(C=C1)Cl)(C(OC)=O)C2NCCCC2,COC(=O)C(c1ccc(Cl)cc1)C1CCCCN1
104,FXPKVPDERQMXMV-UHFFFAOYNA-N,CHEMBL186962,6530,A,6.54,chembl20,303519,9606,SLC6A2,4059,C1=C(C(OC2=CC=CC=C2CN(C)C)=CC=C1I)N,CN(C)Cc1ccccc1Oc1ccc(I)cc1N
105,FXQBHPKGRGPIKE-UHFFFAOYNA-N,44592197,6530,A,5.85387,pubchem,416799,9606,SLC6A2,4059,O(CC1CCNC1)C2=CC=3C(C=C2)=CC=CC3,c1ccc2cc(OCC3CCNC3)ccc2c1
106,DNVMLFGJFSQQDE-UHFFFAOYNA-N,CHEMBL599230,6530,A,5.93,chembl20,610770,9606,SLC6A2,4059,C1=CC(=CC(=C1)Br)C(=O)C(N2CCCCC2)C,CC(C(=O)c1cccc(Br)c1)N1CCCCC1
107,DUGOZIWVEXMGBE-UHFFFAOYNA-N,9280,6530,A,7.29243,pubchem,242441,9606,SLC6A2,4059,O(C(=O)C(C1NCCCC1)C2=CC=CC=C2)C,COC(=O)C(c1ccccc1)C1CCCCN1
